Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bin Location (product.metafields.custom.bin_location),Box Location (product.metafields.custom.box_location),Language (product.metafields.custom.language),London Code  (product.metafields.custom.londoncode),Notes  (product.metafields.custom.notes),Old Location (product.metafields.custom.product_locate),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),EasyScan Product Bin Location (product.metafields.my_fields.bin_location),Board game mechanics (product.metafields.shopify.board-game-mechanics),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Difficulty level (product.metafields.shopify.difficulty-level),Frame style (product.metafields.shopify.frame-style),Gameplay skills (product.metafields.shopify.gameplay-skills),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Orientation (product.metafields.shopify.orientation),Publication frequency (product.metafields.shopify.publication-frequency),Recommended age group (product.metafields.shopify.recommended-age-group),Target audience (product.metafields.shopify.target-audience),Theme (product.metafields.shopify.theme),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
al-balagh-hindi,"अल-बलाग़ Al-Balagh, Hindi","<p>1897 ई० में एक ईसाई अहमद शाह ने एक अत्यंत ही गंदी और दिल दुखाने वाली पुस्तक 'उम्महातुल मोमिनीन' प्रकाशित की और उसकी एक हजार प्रतियाँ डाक द्वारा हिंदुस्तान के उलेमा और इस्लाम के सम्माननीय जनों को निःशुल्क भिजवाई गईं ताकि उनमें से कोई उसका उत्तर लिखे क्योंकि इस पुस्तक में आंहज़रत सल्लल्लाहु अलैहि वसल्लम और आपकी पवित्र पत्नियों की शान में लेखक ने अत्यंत गंदी गालियां प्रयोग की थीं। इसलिए इस पुस्तक के प्रकाशन से मुसलमानों में ईसाइयों के विरुद्ध अत्यंत जोश पैदा हुआ और मुस्लिम अंजुमनों ने इसका उत्तर देने की बजाय गवर्नमेंट की सेवा में मेमोरियल पर मेमोरियल भेजने शुरू कर दिए ताकि इस पुस्तक को ज़ब्त किया जाए और उसके प्रकाशन को बंद किया जाए। हज़रत मसीह मौऊद अलैहिस्सलाम ने इस अवसर पर यह पुस्तक लिखी जिसमें मुसलमानों के तरीके को अलाभदायक क़रार देते हुए फरमाया कि उचित यही है कि इन सब आरोपों का जो इस पुस्तक और अन्य पुस्तकों में पादरियों ने लिखे हैं संतोषजनक उत्तर दिया जाए क्योंकि जब एक पुस्तक देश में प्रकाशित होकर अपने बुरे प्रभाव पढ़ने वालों के दिलों पर डाल चुकी है तो अब इसकी रोकथाम से क्या लाभ? अब तो उसका अत्यंत ही नर्मी और सभ्यता से तार्किक और अकाट्य उत्तर देना चाहिए। और आपने गवर्नमेंट से इस इच्छा का भी इज़हार किया कि उचित यही होगा अगर गवर्नमेंट भविष्य में धार्मिक शास्त्रार्थों में गंदे और अपवित्र शब्दों के प्रयोग को आदेश देकर रोक दे। साथ ही आप ने यह भी लिखा कि पादरियों के आरोपों का जवाब देना भी हर एक का काम नहीं है बल्कि वही व्यक्ति इस काम को अंजाम दे सकता है जिसमें दस शर्तें पाई जाती हों।</p>
<p>यह पुस्तक आप अलैहिस्सलाम ने मई 1898 ई० में लिखी। इसके दो भाग हैं- एक भाग उर्दू भाषा में है और एक भाग अरबी भाषा में। लेकिन इसका सामान्य प्रकाशन पहली बार हज़रत खलीफ़तुल मसीह सानी (रज़ि०) की अनुमति से 1922 ई० में हुआ।</p>
<p>ख़ाकसार</p>
<p>जलालुद्दीन शम्स</p>
<p>★ नोट- अलबलाग़ या फ़रियाद-ए-दर्द, अरबी भाग और फ़ारसी अनुवाद के साथ यद्यपि हज़रत मसीह मौऊद अलैहिस्सलाम के देहांत के बाद द्वितीय ख़िलाफ़त के समय में 1922 ई० में प्रकाशित हुआ परन्तु इसका अरबी भाग फ़ारसी अनुवाद सहित तरगीबुल मोमिनीन, के नाम से 1898 ई० में ही प्रकाशित हो गया था। इसी प्रकार अंग्रेज़ी भाषा में इसका नाम-</p>
<p>THE MESSAGE OR A CRY OF PAIN</p>
<p>के नाम से 1898 ई० में ही प्रकाशित हो गया था। (सय्यद अब्दुल हय्यी)</p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, new, Other Languages",true,Title,Default Title,,,,,,,,'0756,85.048569375,shopify,18,deny,manual,3.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Al-Balagh_Hindi.jpg?v=1770733581,1,Book titled 'Al-Balagh' with a blue and yellow gradient cover on a white background,false,,,543543,,,,,,,,,,,12-01-D,,Hindi,,,,,,,paperback,,,,,,,hin-hindi,,,,,,adults; suitable-for-all-ages,,,,,,,,oz,,0.60,true,,,true,,,active
al-balagh-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Al-Balagh_Hindi_inside_title.jpg?v=1770733632,2,In hindi on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al-balagh-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Al-Balagh_Hindi_first_page.jpg?v=1770733724,3,Hindi Text with a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al-balagh-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Al-Balagh_Hindi_second_page.jpg?v=1770733806,4,Text innhindi on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al-balagh-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Al-Balagh_Hindi_back_cover.jpg?v=1770737198,5,Blue book titled 'Al-Balagh' by Hazrat Mirza Ghulam Ahmad on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siraj-e-munir-hindi,"सिराज-ए-मुनीर Siraj-e-Munir, Hindi","<p>प्रकाशक की ओर से</p>
<p>हज़रत मिर्ज़ा गुलाम अहमद साहिब क़ादियानी मसीह मौऊद व महदी माहूद अलैहिस्सलाम द्वारा लिखित पुस्तक 'सिराज-ए-मुनीर' का यह हिन्दी अनुवाद श्री डॉ० अन्सार अहमद ने किया है। अरबी पत्रों का उर्दू अनुवाद श्री मुहम्मद हमीद कौसर ने और फ़ारसी पत्रों का उर्दू अनुवाद श्री बिलाल अहंगर ने किया तत्पश्चात इन दोनों का हिन्दी अनुवाद श्री फरहत अहमद आचार्य ने किया है। इसके बाद मुकर्रम शेख मुजाहिद अहमद शास्त्री (सदर रिव्यू कमेटी), मुकर्रम फ़रहत अहमद आचार्य (इंचार्ज हिन्दी डेस्क), मुकर्रम अली हसन एम. ए. मुकर्रम नसीरुल हक़ आचार्य, मुकर्रम इब्नुल मेहदी एम् ए और मुकर्रम मुहियुद्दीन फ़रीद एम् ए ने इसका रीव्यू आदि किया है। अल्लाह तआला इन सब को उत्तम प्रतिफल प्रदान करे।</p>
<p>इस पुस्तक को हज़रत खलीफ़तुल मसीह खामिस अय्यदहुल्लाहु तआला बिनस्त्रिहिल अज़ीज़ (जमाअत अहमदिया के वर्तमान खलीफ़ा) की अनुमति से हिन्दी प्रथम संस्करण के रूप में प्रकाशित किया जा रहा है।</p>
<p>विनीत</p>
<p>हाफ़िज़ मखदूम शरीफ़</p>
<p>नाज़िर नश्र व इशाअत क़ादियान</p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, new, Other Languages",true,Title,Default Title,,,,,,,,'0755,85.048569375,shopify,18,deny,manual,3.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Siraj-e-Munir_Hindi.jpg?v=1770731526,1,Book cover with mountain and starry sky design on a gray background,false,,,543543,,,,,,,,,,,10-03-C,,Hindi,,,,,,,paperback,,,,,,,hindi,,,,,,suitable-for-all-ages; adults,,,,the-shining-lamp-english-translation-of-siraj-e-munir; arabic-roohani-khazain-volume-12,,,,oz,,0.25,true,,,true,,,active
siraj-e-munir-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Siraj-e-Munir_Hindi_inside_page.jpg?v=1770731603,2,Title of the book with hindi  text on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siraj-e-munir-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Siraj-e-Munir_Hindi_first_page.jpg?v=1770731703,3,Text in hindi and farsi on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siraj-e-munir-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Siraj-e-Munir_Hindi_second_page.jpg?v=1770731765,4,Text in hindi and farsi on a white page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siraj-e-munir-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Siraj-e-Munir_Hindi_back_cover.jpg?v=1770731845,5,Gray book cover with black text ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
review-of-debate-between-batalvi-and-chakdalwi-hindi-translation,"बटालवी और चकड़ालवी के मुबाहसा पर रीव्यू (Review of Debate between Batalvi and Chakdalwi, Hindi)","<p>प्रकाशक की ओर से</p>
<p>हज़रत मिर्ज़ा गुलाम अहमद साहिब क़ादियानी मसीह मौऊद व महदी मा'हूद अलैहिस्सलाम द्वारा लिखित पुस्तक का यह हिन्दी अनुवाद श्री डॉ० अन्सार अहमद ने किया है और तत्पश्चात मुकर्रम शेख मुजाहिद अहमद शास्त्री (सदर रिव्यू कमेटी), मुकर्रम फ़रहत अहमद आचार्य (इंचार्ज हिन्दी डेस्क), मुकर्रम अली हसन एम. ए. और मुकर्रम नसीरुल हक़ आचार्य ने इसकी प्रूफ़ रीडिंग और रीवियु आदि किया है। अल्लाह तआला इन सब को उत्तम प्रतिफल प्रदान करे।</p>
<p>इस पुस्तक को हज़रत ख़लीफ़तुल मसीह ख़ामिस अय्यदहुल्लाहु तआला बिनस्त्रिहिल अज़ीज़ (जमाअत अहमदिया के वर्तमान ख़लीफ़ा) की अनुमति से हिन्दी प्रथम संस्करण के रूप में प्रकाशित किया जा रहा है।</p>
<p>विनीत</p>
<p>हाफ़िज़ मख़दूम शरीफ़</p>
<p>नाज़िर नश्र व इशाअत क़ादियान</p>
<p> </p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, new, Other Languages",true,Title,Default Title,,,,,,,,'0754,85.048569375,shopify,18,deny,manual,3.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Review_of_Debate_between_Batalvi_and_Chakdalwi_Hindi.jpg?v=1770731211,1,Book cover with white text in hindi on beige background and blue border,false,,,543543,,,,,,,,,,,11-01-B,,Hindi,,,,,,,paperback,,,,,,,hin-hindi,,,,,,suitable-for-all-ages; adults,,,,a-review-of-the-debate-between-batalavi-and-chakrhalavi; davanin-bir-elestirisi-turkish-translation; review-of-debate-between-chakdaalvi-and-batalvi-telugu-translation; a-review-of-the-debate-between-batalvi-and-chakrhaalvi-persian-translation,,,,oz,,0.25,true,,,true,,,active
review-of-debate-between-batalvi-and-chakdalwi-hindi-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Review_of_Debate_between_Batalvi_and_Chakdalwi_Hindi_backcover.jpg?v=1770731255,2,Blue book cover with white hindi text ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
review-of-debate-between-batalvi-and-chakdalwi-hindi-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Review_of_Debate_between_Batalvi_and_Chakdalwi_Hindi_first_page.jpg?v=1770731295,3,Hindi text on a white background ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
review-of-debate-between-batalvi-and-chakdalwi-hindi-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Review_of_Debate_between_Batalvi_and_Chakdalwi_Hindi_2nd_page.jpg?v=1770731338,4,Hindi text on white background ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
review-of-debate-between-batalvi-and-chakdalwi-hindi-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Review_of_Debate_between_Batalvi_and_Chakdalwi_Hindi_3rd_page.jpg?v=1770731396,5,Hindi text on white page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conditions-of-baiat-tamil,"பைஅத்தின் நிபந்தனைகள் மற்றும் அஹ்மதிகளின் பொறுப்புகள் (Conditions of Baiat, Tamil)","<p>ஹஸ்ரத் ஐந்தாவது கலீஃபத்துல் மஸீஹ்</p>
<p>(அய்யதஹுல்லாஹுத்தஆலா பினஸ்ரிஹில் அஸீஸ்)</p>
<p>ஹஸ்ரத் மஸீஹ் மவ்வூது (அலை) அவர்களுக்கு அல்லாஹ்விடமிருந்து பைஅத் வாங்குவதற்கான கட்டளை கிடைத்ததும் அவர்கள் பைஅத் செய்பவர்களுக்காக இஷ்திஹார் தக்மீலே தப்லீக் என்ற பெயரில் ஒரு பிரசுரத்தை 1889 ஆம் ஆண்டு ஜனவரி மாதம் 12 ஆம் தேதி வெளியிட்டு அதில் பைஅத்திற்கான பத்து நிபந்தனைகளை குறிப்பிட்டிருந்தார்கள். ஹஸ்ரத் மஸீஹ் மவ்வூது (அலை) அவர்களின் பைஅத்தில் இணைந்துள்ள ஒவ்வொருவரும் இந்த நிபந்தனைகளை செயல்படுத்துவதற்காக உடன்படிக்கை செய்து கொள்கின்றனர். அவற்றை செயல்படுத்த முயற்சி செய்வது நம் எல்லாருக்கும் மிகவும் அவசியமானதாகும்.</p>
<p>ஐந்தாவது கலீஃபத்துல் மஸீஹான ஹஸ்ரத் அமீருல் மூஃமினீன் மிர்ஸா மஸ்ரூர் அஹ்மத் சாஹிப் அய்யதஹுல்லாஹு தஆலா பி நஸ்ரிஹில் அஸீஸ் அவர்கள் நமது வழிகாட்டலுக்காக எளிதாக நாம் புரியும் வகையில் தமது பல்வேறு சொற்பொழிவுகளிலும் ஜூமுஆ குத்பாக்களிலும் திருக்குர்ஆன், நபிமொழிகள், ஹஸ்ரத் மஸீஹ் மவ்வூது (அலை) அவர்களது கட்டளைகள் ஆகியவற்றின் ஒளியில் இந்த பைஅத் நிபந்தனைகளுக்கு மிகச்சிறந்த முறையில் விளக்கமளித்துள்ளார்கள். ஹூஸூர் அவர்கள் 2003 ஆம் ஆண்டு ஜூலை 27 ஆம் தேதியன்று நடைபெற்ற இங்கிலாந்தின் ஆண்டு மாநாட்டில் நிகழ்த்திய முடிவுரையில் பைஅத்தின் பத்து நிபந்தனைகளில் முதல் மூன்று நிபந்தனைகளை விளக்கமாக எடுத்துக் கூறினார்கள். இவ்வாறு இந்த தொடர் ஆரம்பமானது. 2003 ஆம் ஆண்டு ஆகஸ்ட் 24 ஆம் தேதியன்று ஜெர்மனியில் நடைபெற்ற ஆண்டு மாநாட்டின் முடிவுரையில் ஹூஸூர் அவர்கள் பைஅத் நிபந்தனைகள் மற்றும் அஹ்மத்களின் கடமைகள்.</p>
<p>Tamil translation of Urdu Sermons by Hazrat Khalifatul Masih the 5th.  </p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, new, Other Languages",true,Title,Default Title,,,,,,,,'0753,907.18474,shopify,20,deny,manual,4.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/rn-image_picker_lib_temp_db901ba1-33ae-4526-9224-decac6a68500.jpg?v=1770673358,1,"",false,,,543543,,,,,,,,,,,10-02-B,,Tamil,,,,,,,paperback,,,,,,,tam-tamil,,,,,,adults; suitable-for-all-ages,,,,conditions-of-bai-at-and-responsibilities-of-an-ahmadi-395; conditions-of-bai-at-and-responsibilities-of-an-ahmadi-559; conditions-of-bai-at-and-responsibilities-of-an-ahmadi-579; conditions-of-baiat-and-responsibilities-of-an-ahmadi-in-urdu; conditions-of-baiat-and-responsibilities-of-an-ahmadi-in-arabic,,,,lb,,0.75,true,,,true,,,active
conditions-of-baiat-tamil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/rn-image_picker_lib_temp_1beb853b-de6a-4ed3-bf39-9f210653655b.jpg?v=1770673376,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conditions-of-baiat-tamil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/rn-image_picker_lib_temp_e3ba025e-7d2e-4fd0-84c6-a5723d544f7d.jpg?v=1770674793,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadhkiratush-shahdatain-hindi,"तज्किरतुश्श्हादतैन (Tadhkiratush-Shahdatain, Hindi)","<p>दो शहादतों का वर्णन</p>
<p>लेखक</p>
<p>हज़रत मिर्जा गुलाम अहमद साहिब कादियानी</p>
<p>मसीह मौऊद व महदी माहूद अलैहिस्सलाम</p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, new, Other Languages",true,Title,Default Title,,,,,,,,'0752,85.048569375,shopify,18,deny,manual,3.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Tadhkiratush-Shahdatain_Hindi_cover.jpg?v=1770667417,1,Black hindi text on pinkish grey background ,false,,,543543,,,,,,,,,,,10-03-D,,Hindi,,,,,,,paperback,,,,,,,hin-hindi,,,,,,suitable-for-all-ages; adults,,,,,,,,oz,,1.00,true,,,true,,,active
tadhkiratush-shahdatain-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Tadhkiratush-Shahdatain__Hindi_inside_page.jpg?v=1770667988,2,Title page of a Hindi book in Devanagari script with a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadhkiratush-shahdatain-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Tadhkiratush-Shahdatain_Hindi_cover_page.jpg?v=1770668006,3,Book cover with black hindi text and pinkish grey background with floral patterns at the corners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadhkiratush-shahdatain-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Tadhkiratush-Shahdatain_Hindi_2nd_page.jpg?v=1770668098,4,Text document in hindi language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadhkiratush-shahdatain-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Tadhkiratush-Shahdatain_Hindi_3rd_page.jpg?v=1770668157,5,Text document in hindi language with a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadhkiratush-shahdatain-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Tadhkiratush_Shahdatain_Hindi_3rd_page.jpg?v=1770668216,6,Book cover of 'Tadhkirat-us-Shahadatain' with text on a light gray background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor-of-prophets-hindi,"इस्मत-ए-अम्बिया (Honor of Prophets, Hindi)","<p>इस्मत-ए-अम्बिया(नबियों की सच्चरित्रता)</p>
<p>लेखक</p>
<p>हजरत मिर्जा गुलाम अहमद क्रादियानी</p>
<p>मसीह मौऊद व महदी माहूद अलैहिस्सलाम </p>
<p>Ismat-e-anbiya in Hindi</p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, new, Other Languages",true,Title,Default Title,,,,,,,,'0722,85.048569375,shopify,20,deny,manual,3.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Hindi_translation_of_honor_of_prophets.jpg?v=1770666795,1,Green and yellow book with text on a white background,false,,,543543,,,,,,,,,,,09-03-E,,Hindi,,,,,,,paperback,,,,,,,hin-hindi,,,,,,adults; suitable-for-all-ages,,,,honor-of-prophets; urdu-honor-of-the-prophets; malayalam-translation-of-honor-of-prophets,,,,oz,,0.30,true,,,true,,,active
honor-of-prophets-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Hindi_translation_of_honor_of_prophets_inside_page.jpg?v=1770666843,2,Hindi text on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor-of-prophets-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Hindi_translation_of_honor_of_prophets_first_page.jpg?v=1770667101,3,Hindi text on white background ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor-of-prophets-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Hindi_translation_of_honor_of_prophets_second_page.jpg?v=1770667161,4,Black hindi text on white background ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor-of-prophets-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Hindi_translation_of_honor_of_prophets_3rd_page.jpg?v=1770667197,5,Book cover with gradient green and blue design and text 'Ismat-e-Anbiya in Hindi'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
